File1_Data,File2_Data
"{'id': '81', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'jo jo', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/223-5656', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '841', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'vong', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/486-9592', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '82', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '3rd st.'}",
,
"{'id': '84', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '2637 peachtree rd.  peachtree house condominium'}",
"{'id': '85', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '8358 sunset blvd. west'}",
"{'id': '86', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '30 rockefeller plaza'}","{'id': '722', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""baker's cajun cafe"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '404-223-5039', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '87', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""adriano's ristorante"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '310/475-9807', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '1555', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'sparks steak house', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212-687-4855', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '89', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '34 e. 61st st.'}",
,"{'id': '834', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""yujean kang's"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '818-585-0855', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '91', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'georgia grille', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/352-3517', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '134', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'motown cafe', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/581-8030', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '92', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'cafe bizou', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '818/788-3536', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '93', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '7 claude la.'}","{'id': '1436', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'flowers', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/691-8888', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '95', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'park avenue cafe', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/644-1900', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '357', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '224 s. beverly dr.'}"
"{'id': '96', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '3201 fillmore st.'}","{'id': '1245', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '4750 w. sahara ave.'}"
"{'id': '97', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '3200 las vegas blvd. s'}","{'id': '568', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'duane park cafe', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/732-5555', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '98', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'valentino', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '310/829-4313', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '469', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '1 water st.'}"
"{'id': '99', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '402 w. 44th st.'}","{'id': '929', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '30 rockefeller plaza'}"
,"{'id': '1466', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'penang soho', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/274-8883', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '101', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'veni vidi vici', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/875-8424', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '685', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'georgia grille', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '404-352-3517', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '102', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'bel air', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
,"{'id': '889', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '624 s. la brea ave.'}"
"{'id': '104', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'tavern on the green', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/873-3200', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '902', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '1433 third st. promenade'}"
"{'id': '105', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '1529 piedmont ave.'}","{'id': '233', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""teresa's"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/228-0604', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '1394', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '93 ave. a'}"
"{'id': '107', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'felidia', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/758-1479', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '136', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '40  buckhead crossing mall on the sidney marcus blvd.'}"
"{'id': '108', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '239 w. broadway  between walker and white sts.'}","{'id': '47', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'health food', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '109', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""masa's"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '415/989-7154', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '929', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '30 rockefeller plaza'}"
,"{'id': '359', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '55 irving pl.'}"
"{'id': '111', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '617 s. olive st.'}","{'id': '779', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'zoe', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/966-6722', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '112', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '1 margaret mitchell sq.'}","{'id': '571', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '221 powell st.'}"
,"{'id': '175', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'buccaneer bay club', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '702-894-7350', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '1483', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '430 n. camden dr.'}"
"{'id': '115', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'bacchanalia', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/365-0410', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '116', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '701 stone canyon rd.'}",
"{'id': '117', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '55 e. 54th st.'}","{'id': '524', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'city grill', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '404/524-2489', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '687', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '126 e. 7th st.  between 1st ave. and ave. a'}"
"{'id': '119', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'manhattan ocean club', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/ 371-7777', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '610', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '140 w. 57th st.'}"
"{'id': '120', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '1114 horn ave.'}","{'id': '903', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'cafe blanc', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '310-888-0108', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '122', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'the palm', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '310/550-8811', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '117', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '4330 peachtree rd.'}"
"{'id': '123', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': 'b peachtree rd.'}",
,"{'id': '725', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '2118 n. decatur rd.'}"
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '279', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'mulberry st.', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '818-906-8881', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '1264', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'indian delights', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '100-813-8212', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '227', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '2290 peachtree rd.'}"
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '132', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '15 e. 12th st.  between 5th ave. and university pl.'}"
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '1005', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '483 amsterdam ave.'}"
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '346', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '149 e. 57th st.'}"
"{'id': '125', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""nikolai's roof"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/221-6362', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '126', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '201 e. 49th st.'}","{'id': '940', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '48 w. 65th st.'}"
"{'id': '127', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'grill on the alley', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '310/276-0615', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '128', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '5937 geary blvd.'}","{'id': '1466', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'penang soho', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/274-8883', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '1519', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""doidge's"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '415-921-2149', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '130', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'san domenico', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/265-5959', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '195', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '774 ponce de leon ave. ne'}"
"{'id': '131', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '210 e. 58th st.'}",
"{'id': '132', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'cafe des artistes', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/877-3500', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '398', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'hard rock cafe', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '310/276-7605', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '134', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'chez michel', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '415/775-7036', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '612', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '2199 broadway'}"
"{'id': '135', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'malibu', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '383', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '3645 las vegas blvd. s.'}"
"{'id': '136', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '2355 peachtree rd.  peachtree battle shopping center'}","{'id': '519', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'hollywood hills coffee shop', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '213-467-7678', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '138', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'le montrachet', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '702/732-5111', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '563', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'cajun/creole', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '139', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '249 e. 50th st.'}","{'id': '692', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '60 n. venice blvd.'}"
,"{'id': '0', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'second avenue deli', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212-677-0606', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '141', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'fringale', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '415/543-0573', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '941', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '3799 las vegas blvd. s.'}"
,
"{'id': '143', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'la caravelle', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/586-4252', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '390', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""bradshaw's restaurant"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '404-261-7015', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '144', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '129 n. la cienega blvd.'}","{'id': '1252', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '659 peachtree st.'}"
,"{'id': '566', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""il fornaio levi's plaza"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '415/986-0100', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '147', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'palace court', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '702/731-7547', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '148', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '224 ponce de leon ave.'}",
,
"{'id': '150', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'la cote basque', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/688-6525', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '1293', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '1240 9th ave.'}"
"{'id': '151', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '23725 w. malibu rd.'}","{'id': '604', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'patria', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/777-6211', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '152', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '1 water st. at the east river'}","{'id': '3', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '240 central park s.'}"
,
"{'id': '154', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'restaurant katsu', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '213/665-1891', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '243', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'plumpjack cafe', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '415-563-4755', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '155', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '201 w. 83rd st.'}","{'id': '1399', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '8720 sunset blvd.'}"
,"{'id': '1168', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '953 second ave.'}"
"{'id': '157', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'hedgerose heights inn', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/233-7673', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '143', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '322 w. 46th st.'}"
"{'id': '158', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'campanile', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '213/938-1447', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '55', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '265 pharr rd.'}"
